,registered,number,text,letter,voivodeship,country
1701,2009-06-05,R7 JAGA,JAGA,R,podkarpackie,Poland
1702,2017-01-28,R7 JANEK,JANEK,R,podkarpackie,Poland
1703,2011-02-19,R7 JAREK,JAREK,R,podkarpackie,Poland
1704,2014-03-24,R7 JATA,JATA,R,podkarpackie,Poland
1705,2006-11-25,R7 KALLA,KALLA,R,podkarpackie,Poland
1706,2008-04-17,R7 KAMYK,KAMYK,R,podkarpackie,Poland
1707,2015-07-14,R7 KBM75,KBM75,R,podkarpackie,Poland
1708,2007-11-23,R7 KILER,KILER,R,podkarpackie,Poland
1709,2018-05-14,R7 KING,KING,R,podkarpackie,Poland
1710,2012-09-03,R7 KOLCZ,KOLCZ,R,podkarpackie,Poland
1711,2015-12-13,R7 KOTOW,KOTOW,R,podkarpackie,Poland
1712,2019-08-23,R7 KOX96,KOX96,R,podkarpackie,Poland
1713,2016-10-07,R7 KSAWI,KSAWI,R,podkarpackie,Poland
1714,2011-05-02,R7 KTM76,KTM76,R,podkarpackie,Poland
1715,2013-08-04,R7 KUGA,KUGA,R,podkarpackie,Poland
1716,2017-08-16,R7 LARGO,LARGO,R,podkarpackie,Poland
1717,2013-01-16,R7 LEMAR,LEMAR,R,podkarpackie,Poland
1718,2011-04-29,R7 LENA7,LENA7,R,podkarpackie,Poland
1719,2009-07-18,R7 LIMO,LIMO,R,podkarpackie,Poland
1720,2018-11-12,R7 LOLEK,LOLEK,R,podkarpackie,Poland
1721,2007-09-21,R7 LUSI,LUSI,R,podkarpackie,Poland
1722,2012-10-28,R7 LUZAK,LUZAK,R,podkarpackie,Poland
1723,2018-07-06,R7 MAG,MAG,R,podkarpackie,Poland
1724,2015-07-14,R7 MAGDA,MAGDA,R,podkarpackie,Poland
1725,2012-07-29,R7 MAJA,MAJA,R,podkarpackie,Poland
1726,2018-07-04,R7 MARIO,MARIO,R,podkarpackie,Poland
1727,2016-05-04,R7 MAXI,MAXI,R,podkarpackie,Poland
1728,2019-07-26,R7 MCAR,MCAR,R,podkarpackie,Poland
1729,2017-12-25,R7 MDK,MDK,R,podkarpackie,Poland
1730,2011-11-16,R7 MEDIA,MEDIA,R,podkarpackie,Poland
1731,2016-10-25,R7 MERY,MERY,R,podkarpackie,Poland
1732,2017-05-05,R7 MIKI,MIKI,R,podkarpackie,Poland
1733,2017-08-24,R7 ML77,ML77,R,podkarpackie,Poland
1734,2017-05-24,R7 MM77,MM77,R,podkarpackie,Poland
1735,2015-10-31,R7 MOBUS,MOBUS,R,podkarpackie,Poland
1736,2016-10-28,R7 MONA,MONA,R,podkarpackie,Poland
1737,2012-05-03,R7 MORE,MORE,R,podkarpackie,Poland
1738,2005-08-21,R7 MOSS,MOSS,R,podkarpackie,Poland
1739,2017-07-18,R7 MTLD,MTLD,R,podkarpackie,Poland
1740,2016-09-27,R7 MYJKA,MYJKA,R,podkarpackie,Poland
1741,2011-01-28,R7 N77,N77,R,podkarpackie,Poland
1742,2007-10-05,R7 NINA,NINA,R,podkarpackie,Poland
1743,2011-10-07,R7 NN27,NN27,R,podkarpackie,Poland
1744,2015-05-20,R7 NN77,NN77,R,podkarpackie,Poland
1745,2017-04-15,R7 NOGA,NOGA,R,podkarpackie,Poland
1746,2018-11-08,R7 NOVA,NOVA,R,podkarpackie,Poland
1747,2017-09-06,R7 O77,O77,R,podkarpackie,Poland
1748,2015-10-07,R7 OO7,OO7,R,podkarpackie,Poland
1749,2017-05-06,R7 OOO,OOO,R,podkarpackie,Poland
1750,2018-10-02,R7 OOO17,OOO17,R,podkarpackie,Poland
1751,2016-08-31,R7 OOOO,OOOO,R,podkarpackie,Poland
1752,2019-02-06,R7 OOOO7,OOOO7,R,podkarpackie,Poland
1753,2016-11-19,R7 OSCAR,OSCAR,R,podkarpackie,Poland
1754,2018-03-17,R7 OSTRA,OSTRA,R,podkarpackie,Poland
1755,2018-02-17,R7 PIOTR,PIOTR,R,podkarpackie,Poland
1756,2010-06-23,R7 PLAY7,PLAY7,R,podkarpackie,Poland
1757,2009-03-19,R7 PRO77,PRO77,R,podkarpackie,Poland
1758,2016-07-04,R7 RADIO,RADIO,R,podkarpackie,Poland
1759,2008-07-19,R7 RAFAL,RAFAL,R,podkarpackie,Poland
1760,2012-08-06,R7 RBDIM,RBDIM,R,podkarpackie,Poland
1761,2019-03-20,R7 RCZ,RCZ,R,podkarpackie,Poland
1762,2008-10-10,R7 RECO,RECO,R,podkarpackie,Poland
1763,2017-09-22,R7 REX,REX,R,podkarpackie,Poland
1764,2011-05-16,R7 RFORM,RFORM,R,podkarpackie,Poland
1765,2012-07-25,R7 RONI,RONI,R,podkarpackie,Poland
1766,2015-12-30,R7 ROYCE,ROYCE,R,podkarpackie,Poland
1767,2015-08-13,R7 RUDA,RUDA,R,podkarpackie,Poland
1768,2017-10-22,R7 RZZ77,RZZ77,R,podkarpackie,Poland
1769,2016-02-17,R7 SANEX,SANEX,R,podkarpackie,Poland
1770,2009-11-19,R7 SARG,SARG,R,podkarpackie,Poland
1771,2019-03-24,R7 SEC,SEC,R,podkarpackie,Poland
1772,2007-09-27,R7 SEVEN,SEVEN,R,podkarpackie,Poland
1773,2017-11-04,R7 SEYIN,SEYIN,R,podkarpackie,Poland
1774,2007-02-07,R7 SISU,SISU,R,podkarpackie,Poland
1775,2010-06-30,R7 SLO46,SLO46,R,podkarpackie,Poland
1776,2014-02-28,R7 SMILE,SMILE,R,podkarpackie,Poland
1777,2017-06-10,R7 SMOK,SMOK,R,podkarpackie,Poland
1778,2008-06-04,R7 SNOB,SNOB,R,podkarpackie,Poland
1779,2013-09-21,R7 SPEED,SPEED,R,podkarpackie,Poland
1780,2019-07-26,R7 ST16,ST16,R,podkarpackie,Poland
1781,2017-04-17,R7 STORM,STORM,R,podkarpackie,Poland
1782,2014-03-11,R7 SUPRA,SUPRA,R,podkarpackie,Poland
1783,2015-10-22,R7 TAXI7,TAXI7,R,podkarpackie,Poland
1784,2011-02-15,R7 TECH,TECH,R,podkarpackie,Poland
1785,2017-06-17,R7 TMG77,TMG77,R,podkarpackie,Poland
1786,2019-06-05,R7 TOM,TOM,R,podkarpackie,Poland
1787,2019-05-18,R7 TYNKI,TYNKI,R,podkarpackie,Poland
1788,2019-01-04,R7 URWIS,URWIS,R,podkarpackie,Poland
1789,2013-05-01,R7 USG,USG,R,podkarpackie,Poland
1790,2012-07-08,R7 VACI,VACI,R,podkarpackie,Poland
1791,2018-06-17,R7 VETTE,VETTE,R,podkarpackie,Poland
1792,2010-05-25,R7 VHAWT,VHAWT,R,podkarpackie,Poland
1793,2011-05-15,R7 VHDWT,VHDWT,R,podkarpackie,Poland
1794,2007-10-08,R7 VHEWT,VHEWT,R,podkarpackie,Poland
1795,2009-04-23,R7 VHFWT,VHFWT,R,podkarpackie,Poland
1796,2019-08-25,R7 VHHWT,VHHWT,R,podkarpackie,Poland
1797,2013-07-13,R7 VHIWT,VHIWT,R,podkarpackie,Poland
1798,2012-04-15,R7 VHKWT,VHKWT,R,podkarpackie,Poland
1799,2013-02-21,R7 VHLWT,VHLWT,R,podkarpackie,Poland
1800,2019-07-11,R7 VHXWT,VHXWT,R,podkarpackie,Poland
1801,2016-01-26,R7 VHYWT,VHYWT,R,podkarpackie,Poland
1802,2009-08-25,R7 VITEC,VITEC,R,podkarpackie,Poland
1803,2016-12-30,R7 VVV77,VVV77,R,podkarpackie,Poland
1804,2014-08-28,R7 VVVVV,VVVVV,R,podkarpackie,Poland
1805,2019-03-01,R7 WBGJ,WBGJ,R,podkarpackie,Poland
1806,2018-04-16,R7 WBJG,WBJG,R,podkarpackie,Poland
1807,2010-10-19,R7 WIKI,WIKI,R,podkarpackie,Poland
1808,2018-09-01,R7 WIRAZ,WIRAZ,R,podkarpackie,Poland
1809,2015-08-17,R7 WRAM,WRAM,R,podkarpackie,Poland
1810,2018-09-21,R7 WSIIZ,WSIIZ,R,podkarpackie,Poland
1811,2015-09-04,R7 WWW,WWW,R,podkarpackie,Poland
1812,2010-10-29,R7 WWW77,WWW77,R,podkarpackie,Poland
1813,2019-07-27,R7 WXJ77,WXJ77,R,podkarpackie,Poland
1814,2019-07-11,R7 X77,X77,R,podkarpackie,Poland
1815,2018-08-30,R7 XKXKX,XKXKX,R,podkarpackie,Poland
1816,2019-08-10,R7 XXMXX,XXMXX,R,podkarpackie,Poland
1817,2015-12-31,R7 XXX,XXX,R,podkarpackie,Poland
1818,2010-02-24,R7 XXXX,XXXX,R,podkarpackie,Poland
1819,2008-10-05,R7 XXXXX,XXXXX,R,podkarpackie,Poland
1820,2017-10-27,R7 XYZ,XYZ,R,podkarpackie,Poland
1821,2018-04-07,R7 XZO77,XZO77,R,podkarpackie,Poland
1822,2015-02-21,R7 YULIA,YULIA,R,podkarpackie,Poland
1823,2013-07-03,R7 ZMWB,ZMWB,R,podkarpackie,Poland
1824,2019-04-22,R7 ZORRO,ZORRO,R,podkarpackie,Poland
1825,2012-05-19,R7 ZOSIA,ZOSIA,R,podkarpackie,Poland
1826,2017-04-01,R8 ABC,ABC,R,podkarpackie,Poland
1827,2018-10-09,R8 AGA,AGA,R,podkarpackie,Poland
1828,2018-10-12,R8 AGT,AGT,R,podkarpackie,Poland
1829,2018-08-11,R8 ALEX,ALEX,R,podkarpackie,Poland
1830,2004-09-02,R8 ALIS,ALIS,R,podkarpackie,Poland
1831,2018-07-22,R8 AMG,AMG,R,podkarpackie,Poland
1832,2015-12-30,R8 AMG63,AMG63,R,podkarpackie,Poland
1833,2017-05-05,R8 ANETA,ANETA,R,podkarpackie,Poland
1834,2019-02-12,R8 ARTUR,ARTUR,R,podkarpackie,Poland
1835,2010-05-27,R8 AUDI,AUDI,R,podkarpackie,Poland
1836,2016-09-10,R8 AUDI8,AUDI8,R,podkarpackie,Poland
1837,2013-02-01,R8 BMWX5,BMWX5,R,podkarpackie,Poland
1838,2014-06-27,R8 BOSS,BOSS,R,podkarpackie,Poland
1839,2019-03-29,R8 BRT,BRT,R,podkarpackie,Poland
1840,2015-05-13,R8 CKET,CKET,R,podkarpackie,Poland
1841,2017-08-18,R8 DANIA,DANIA,R,podkarpackie,Poland
1842,2017-11-14,R8 DEMON,DEMON,R,podkarpackie,Poland
1843,2017-09-26,R8 DLS88,DLS88,R,podkarpackie,Poland
1844,2012-12-03,R8 DODEX,DODEX,R,podkarpackie,Poland
1845,2011-02-23,R8 DZIKI,DZIKI,R,podkarpackie,Poland
1846,2015-11-08,R8 EDEN,EDEN,R,podkarpackie,Poland
1847,2016-12-04,R8 GABI,GABI,R,podkarpackie,Poland
1848,2010-04-12,R8 GRABA,GRABA,R,podkarpackie,Poland
1849,2019-05-18,R8 GREEN,GREEN,R,podkarpackie,Poland
1850,2018-04-30,R8 GRISO,GRISO,R,podkarpackie,Poland
1851,2013-09-12,R8 GUMOS,GUMOS,R,podkarpackie,Poland
1852,2019-05-31,R8 HUANG,HUANG,R,podkarpackie,Poland
1853,2018-10-19,R8 IGOR,IGOR,R,podkarpackie,Poland
1854,2018-06-18,R8 III,III,R,podkarpackie,Poland
1855,2011-08-28,R8 IIIII,IIIII,R,podkarpackie,Poland
1856,2016-03-17,R8 INOX,INOX,R,podkarpackie,Poland
1857,2017-08-14,R8 INTER,INTER,R,podkarpackie,Poland
1858,2013-07-11,R8 IXXXI,IXXXI,R,podkarpackie,Poland
1859,2019-03-31,R8 JACEK,JACEK,R,podkarpackie,Poland
1860,2010-11-01,R8 JACK,JACK,R,podkarpackie,Poland
1861,2018-06-22,R8 KABI,KABI,R,podkarpackie,Poland
1862,2017-06-25,R8 KDKM8,KDKM8,R,podkarpackie,Poland
1863,2011-02-21,R8 KILER,KILER,R,podkarpackie,Poland
1864,2011-08-29,R8 KOLCZ,KOLCZ,R,podkarpackie,Poland
1865,2019-01-31,R8 KOMIN,KOMIN,R,podkarpackie,Poland
1866,2015-09-12,R8 KOZAK,KOZAK,R,podkarpackie,Poland
1867,2016-02-25,R8 LIUCC,LIUCC,R,podkarpackie,Poland
1868,2017-04-03,R8 LUCAS,LUCAS,R,podkarpackie,Poland
1869,2016-09-27,R8 MACHU,MACHU,R,podkarpackie,Poland
1870,2018-11-29,R8 MAMUT,MAMUT,R,podkarpackie,Poland
1871,2012-08-11,R8 MAREK,MAREK,R,podkarpackie,Poland
1872,2018-09-02,R8 MATEO,MATEO,R,podkarpackie,Poland
1873,2019-04-22,R8 MCAR,MCAR,R,podkarpackie,Poland
1874,2014-03-22,R8 MEBLE,MEBLE,R,podkarpackie,Poland
1875,2016-04-23,R8 MIRO,MIRO,R,podkarpackie,Poland
1876,2015-07-23,R8 MOBUS,MOBUS,R,podkarpackie,Poland
1877,2008-09-16,R8 MOSS,MOSS,R,podkarpackie,Poland
1878,2009-08-22,R8 MTM4U,MTM4U,R,podkarpackie,Poland
1879,2016-09-29,R8 OLCIA,OLCIA,R,podkarpackie,Poland
1880,2011-09-24,R8 ONYX,ONYX,R,podkarpackie,Poland
1881,2019-02-01,R8 OOOO8,OOOO8,R,podkarpackie,Poland
1882,2017-08-14,R8 OSTRA,OSTRA,R,podkarpackie,Poland
1883,2014-08-26,R8 PAULA,PAULA,R,podkarpackie,Poland
1884,2018-05-12,R8 PEP77,PEP77,R,podkarpackie,Poland
1885,2017-05-04,R8 PUZEL,PUZEL,R,podkarpackie,Poland
1886,2018-05-14,R8 PXXXX,PXXXX,R,podkarpackie,Poland
1887,2011-12-01,R8 RBDIM,RBDIM,R,podkarpackie,Poland
1888,2016-04-06,R8 REN77,REN77,R,podkarpackie,Poland
1889,2017-03-29,R8 ROYAL,ROYAL,R,podkarpackie,Poland
1890,2014-04-08,R8 RSCAR,RSCAR,R,podkarpackie,Poland
1891,2006-01-13,R8 RX8,RX8,R,podkarpackie,Poland
1892,2016-06-16,R8 S58,S58,R,podkarpackie,Poland
1893,2018-06-11,R8 SIMON,SIMON,R,podkarpackie,Poland
1894,2016-08-31,R8 SRT8,SRT8,R,podkarpackie,Poland
1895,2018-10-11,R8 SYLVI,SYLVI,R,podkarpackie,Poland
1896,2018-10-14,R8 SZEWC,SZEWC,R,podkarpackie,Poland
1897,2019-07-28,R8 TADEK,TADEK,R,podkarpackie,Poland
1898,2007-09-21,R8 TIENS,TIENS,R,podkarpackie,Poland
1899,2009-11-06,R8 TUV88,TUV88,R,podkarpackie,Poland
1900,2016-07-28,R8 TYSIA,TYSIA,R,podkarpackie,Poland
1901,2018-08-10,R8 UNCLE,UNCLE,R,podkarpackie,Poland
1902,2017-02-28,R8 V42,V42,R,podkarpackie,Poland
1903,2010-12-31,R8 VELNS,VELNS,R,podkarpackie,Poland
1904,2017-11-28,R8 VVVVV,VVVVV,R,podkarpackie,Poland
1905,2014-10-31,R8 WAC,WAC,R,podkarpackie,Poland
1906,2017-01-21,R8 WAGA,WAGA,R,podkarpackie,Poland
1907,2010-08-17,R8 WIZZ,WIZZ,R,podkarpackie,Poland
1908,2018-10-18,R8 WWW,WWW,R,podkarpackie,Poland
1909,2017-07-25,R8 XKG82,XKG82,R,podkarpackie,Poland
1910,2018-07-22,R8 XKXKX,XKXKX,R,podkarpackie,Poland
1911,2010-01-11,R8 XXX,XXX,R,podkarpackie,Poland
1912,2018-05-22,R8 XXX88,XXX88,R,podkarpackie,Poland
1913,2017-04-15,R9 ABC,ABC,R,podkarpackie,Poland
1914,2018-06-24,R9 ACHEN,ACHEN,R,podkarpackie,Poland
1915,2018-07-10,R9 ACR,ACR,R,podkarpackie,Poland
1916,2005-03-07,R9 ADELA,ADELA,R,podkarpackie,Poland
1917,2018-04-06,R9 AGT,AGT,R,podkarpackie,Poland
1918,2016-03-27,R9 AISZA,AISZA,R,podkarpackie,Poland
1919,2005-12-11,R9 ALICE,ALICE,R,podkarpackie,Poland
1920,2011-10-14,R9 ALMAZ,ALMAZ,R,podkarpackie,Poland
1921,2019-07-26,R9 AMG,AMG,R,podkarpackie,Poland
1922,2019-07-28,R9 ANDRE,ANDRE,R,podkarpackie,Poland
1923,2009-02-11,R9 APRO,APRO,R,podkarpackie,Poland
1924,2018-03-11,R9 ARROW,ARROW,R,podkarpackie,Poland
1925,2010-04-06,R9 ARTUR,ARTUR,R,podkarpackie,Poland
1926,2009-07-13,R9 ASIA,ASIA,R,podkarpackie,Poland
1927,2017-10-14,R9 BARTI,BARTI,R,podkarpackie,Poland
1928,2006-05-06,R9 BDI99,BDI99,R,podkarpackie,Poland
1929,2017-08-10,R9 BENZ,BENZ,R,podkarpackie,Poland
1930,2018-05-27,R9 BEST,BEST,R,podkarpackie,Poland
1931,2017-09-29,R9 BRT,BRT,R,podkarpackie,Poland
1932,2016-04-27,R9 CHEV9,CHEV9,R,podkarpackie,Poland
1933,2017-06-05,R9 CSL,CSL,R,podkarpackie,Poland
1934,2004-09-30,R9 DANA,DANA,R,podkarpackie,Poland
1935,2014-09-02,R9 DB9,DB9,R,podkarpackie,Poland
1936,2011-10-09,R9 DODEX,DODEX,R,podkarpackie,Poland
1937,2008-10-29,R9 DOMEX,DOMEX,R,podkarpackie,Poland
1938,2017-08-10,R9 EDEN,EDEN,R,podkarpackie,Poland
1939,2015-02-10,R9 EMK4,EMK4,R,podkarpackie,Poland
1940,2014-11-23,R9 EVO,EVO,R,podkarpackie,Poland
1941,2008-12-04,R9 EVO9,EVO9,R,podkarpackie,Poland
1942,2019-05-18,R9 EWA,EWA,R,podkarpackie,Poland
1943,2011-03-13,R9 FIGHT,FIGHT,R,podkarpackie,Poland
1944,2010-07-29,R9 GDOO1,GDOO1,R,podkarpackie,Poland
1945,2008-04-04,R9 GUMOS,GUMOS,R,podkarpackie,Poland
1946,2019-07-09,R9 III,III,R,podkarpackie,Poland
1947,2009-04-11,R9 IIIII,IIIII,R,podkarpackie,Poland
1948,2017-09-25,R9 IIR,IIR,R,podkarpackie,Poland
1949,2017-06-17,R9 IIS,IIS,R,podkarpackie,Poland
1950,2018-05-25,R9 INTER,INTER,R,podkarpackie,Poland
1951,2013-01-10,R9 J99,J99,R,podkarpackie,Poland
1952,2004-01-05,R9 JANEK,JANEK,R,podkarpackie,Poland
1953,2015-10-26,R9 JATA,JATA,R,podkarpackie,Poland
1954,2010-03-31,R9 KAE98,KAE98,R,podkarpackie,Poland
1955,2011-09-11,R9 KAROL,KAROL,R,podkarpackie,Poland
1956,2008-04-16,R9 KATE,KATE,R,podkarpackie,Poland
1957,2011-03-01,R9 KILER,KILER,R,podkarpackie,Poland
1958,2015-03-18,R9 KLIMA,KLIMA,R,podkarpackie,Poland
1959,2012-10-20,R9 KOLCZ,KOLCZ,R,podkarpackie,Poland
1960,2011-07-04,R9 KOWAL,KOWAL,R,podkarpackie,Poland
1961,2016-10-29,R9 KUBA,KUBA,R,podkarpackie,Poland
1962,2006-03-15,R9 LAILA,LAILA,R,podkarpackie,Poland
1963,2015-12-23,R9 LAURA,LAURA,R,podkarpackie,Poland
1964,2015-05-28,R9 LEMAR,LEMAR,R,podkarpackie,Poland
1965,2014-09-30,R9 LEON,LEON,R,podkarpackie,Poland
1966,2011-01-11,R9 MAGDA,MAGDA,R,podkarpackie,Poland
1967,2012-04-15,R9 MAJK,MAJK,R,podkarpackie,Poland
1968,2018-07-22,R9 MAKI,MAKI,R,podkarpackie,Poland
1969,2019-01-30,R9 MARIO,MARIO,R,podkarpackie,Poland
1970,2019-05-12,R9 MAX,MAX,R,podkarpackie,Poland
1971,2019-03-13,R9 MCAR,MCAR,R,podkarpackie,Poland
1972,2018-06-23,R9 MINI,MINI,R,podkarpackie,Poland
1973,2019-07-20,R9 MTLD,MTLD,R,podkarpackie,Poland
1974,2019-07-10,R9 MUBEZ,MUBEZ,R,podkarpackie,Poland
1975,2017-03-10,R9 MZZI,MZZI,R,podkarpackie,Poland
1976,2016-05-30,R9 NISMO,NISMO,R,podkarpackie,Poland
1977,2013-03-30,R9 NN27,NN27,R,podkarpackie,Poland
1978,2011-08-17,R9 OLA,OLA,R,podkarpackie,Poland
1979,2011-08-11,R9 OOOOO,OOOOO,R,podkarpackie,Poland
1980,2019-03-28,R9 OSTRA,OSTRA,R,podkarpackie,Poland
1981,2008-06-16,R9 PLAY9,PLAY9,R,podkarpackie,Poland
1982,2019-04-19,R9 POMOC,POMOC,R,podkarpackie,Poland
1983,2004-09-28,R9 RALLY,RALLY,R,podkarpackie,Poland
1984,2016-08-09,R9 RBDIM,RBDIM,R,podkarpackie,Poland
1985,2013-04-15,R9 REAL,REAL,R,podkarpackie,Poland
1986,2019-07-11,R9 RENIA,RENIA,R,podkarpackie,Poland
1987,2011-03-02,R9 REVM3,REVM3,R,podkarpackie,Poland
1988,2017-11-04,R9 ROVER,ROVER,R,podkarpackie,Poland
1989,2009-02-05,R9 RUFUS,RUFUS,R,podkarpackie,Poland
1990,2018-04-06,R9 SARG,SARG,R,podkarpackie,Poland
1991,2013-08-20,R9 SIARA,SIARA,R,podkarpackie,Poland
1992,2011-04-05,R9 SLUBY,SLUBY,R,podkarpackie,Poland
1993,2017-12-03,R9 SONG,SONG,R,podkarpackie,Poland
1994,2010-09-20,R9 TATO,TATO,R,podkarpackie,Poland
1995,2013-07-04,R9 TAXI,TAXI,R,podkarpackie,Poland
1996,2019-04-22,R9 TOMEK,TOMEK,R,podkarpackie,Poland
1997,2016-09-27,R9 TROLL,TROLL,R,podkarpackie,Poland
1998,2017-02-14,R9 TYNKI,TYNKI,R,podkarpackie,Poland
1999,2010-08-26,R9 VIII8,VIII8,R,podkarpackie,Poland
2000,2010-07-28,R9 VTS,VTS,R,podkarpackie,Poland
2001,2019-05-11,R9 WHITE,WHITE,R,podkarpackie,Poland
2002,2019-08-21,R9 WIK,WIK,R,podkarpackie,Poland
2003,2018-12-17,R9 WIR4,WIR4,R,podkarpackie,Poland
2004,2011-09-05,R9 WOLF,WOLF,R,podkarpackie,Poland
2005,2017-11-08,R9 WWW,WWW,R,podkarpackie,Poland
2006,2018-01-05,R9 XKXKX,XKXKX,R,podkarpackie,Poland
2007,2014-08-26,R9 XXXXX,XXXXX,R,podkarpackie,Poland
2008,2019-03-22,R9 YETI,YETI,R,podkarpackie,Poland
2009,2017-04-24,R9 ZOSIA,ZOSIA,R,podkarpackie,Poland
0,2011-01-16,S0 ACHIM,ACHIM,S,śląskie,Poland
1,2017-08-11,S0 ACOTO,ACOTO,S,śląskie,Poland
2,2009-04-20,S0 ADAM1,ADAM1,S,śląskie,Poland
3,2010-02-26,S0 ADBUD,ADBUD,S,śląskie,Poland
4,2010-06-20,S0 ADHD,ADHD,S,śląskie,Poland
5,2019-05-10,S0 ADI,ADI,S,śląskie,Poland
6,2013-12-28,S0 ADM,ADM,S,śląskie,Poland
7,2016-10-24,S0 AE12,AE12,S,śląskie,Poland
8,2014-03-23,S0 AERO,AERO,S,śląskie,Poland
9,2013-01-13,S0 AFFA1,AFFA1,S,śląskie,Poland
10,2006-07-03,S0 AGA,AGA,S,śląskie,Poland
11,2010-04-18,S0 AGNES,AGNES,S,śląskie,Poland
12,2009-07-10,S0 ALA,ALA,S,śląskie,Poland
13,2007-10-18,S0 ALEK,ALEK,S,śląskie,Poland
14,2013-09-09,S0 ALFIE,ALFIE,S,śląskie,Poland
15,2009-03-10,S0 ALINA,ALINA,S,śląskie,Poland
16,2012-02-19,S0 ALPOL,ALPOL,S,śląskie,Poland
17,2017-07-19,S0 AMG,AMG,S,śląskie,Poland
18,2009-06-26,S0 AMOR,AMOR,S,śląskie,Poland
19,2006-05-16,S0 ANCOM,ANCOM,S,śląskie,Poland
20,2010-05-03,S0 ANDY,ANDY,S,śląskie,Poland
21,2008-05-04,S0 ANGEL,ANGEL,S,śląskie,Poland
22,2007-06-28,S0 ANIA,ANIA,S,śląskie,Poland
23,2010-12-10,S0 ANKA,ANKA,S,śląskie,Poland
24,2010-10-03,S0 ANNA,ANNA,S,śląskie,Poland
25,2013-04-09,S0 ANNAA,ANNAA,S,śląskie,Poland
26,2019-06-10,S0 ANTEK,ANTEK,S,śląskie,Poland
27,2012-10-18,S0 ARM,ARM,S,śląskie,Poland
28,2013-06-23,S0 ARTUR,ARTUR,S,śląskie,Poland
29,2006-08-09,S0 ASAP,ASAP,S,śląskie,Poland
30,2009-08-25,S0 ASIA,ASIA,S,śląskie,Poland
31,2007-05-02,S0 ASKAR,ASKAR,S,śląskie,Poland
32,2006-08-29,S0 ATA,ATA,S,śląskie,Poland
33,2018-09-13,S0 AWLEK,AWLEK,S,śląskie,Poland
34,2009-04-22,S0 AWOS,AWOS,S,śląskie,Poland
35,2007-09-11,S0 BARTI,BARTI,S,śląskie,Poland
36,2012-07-11,S0 BATEZ,BATEZ,S,śląskie,Poland
37,2016-11-09,S0 BAZA,BAZA,S,śląskie,Poland
38,2018-07-11,S0 BCZAK,BCZAK,S,śląskie,Poland
39,2019-06-15,S0 BEAR,BEAR,S,śląskie,Poland
40,2010-10-26,S0 BELLA,BELLA,S,śląskie,Poland
41,2009-08-15,S0 BEMAR,BEMAR,S,śląskie,Poland
42,2010-10-20,S0 BEPPE,BEPPE,S,śląskie,Poland
43,2008-01-14,S0 BIG,BIG,S,śląskie,Poland
44,2011-07-11,S0 BINA,BINA,S,śląskie,Poland
45,2014-07-19,S0 BIODG,BIODG,S,śląskie,Poland
46,2014-06-24,S0 BJC01,BJC01,S,śląskie,Poland
47,2009-04-20,S0 BKPL2,BKPL2,S,śląskie,Poland
48,2013-08-31,S0 BLACK,BLACK,S,śląskie,Poland
49,2012-04-01,S0 BLAST,BLAST,S,śląskie,Poland
50,2006-08-29,S0 BMSBE,BMSBE,S,śląskie,Poland
51,2004-01-23,S0 BMW,BMW,S,śląskie,Poland
52,2006-11-25,S0 BMW3,BMW3,S,śląskie,Poland
53,2013-06-16,S0 BMWM6,BMWM6,S,śląskie,Poland
54,2013-11-10,S0 BOBA,BOBA,S,śląskie,Poland
55,2003-08-27,S0 BOBEK,BOBEK,S,śląskie,Poland
56,2015-06-25,S0 BOHO,BOHO,S,śląskie,Poland
57,2007-04-30,S0 BONA1,BONA1,S,śląskie,Poland
58,2006-11-28,S0 BONA2,BONA2,S,śląskie,Poland
59,2009-10-13,S0 BONA3,BONA3,S,śląskie,Poland
60,2007-04-11,S0 BONA4,BONA4,S,śląskie,Poland
61,2006-09-22,S0 BONA6,BONA6,S,śląskie,Poland
62,2007-03-27,S0 BONA7,BONA7,S,śląskie,Poland
63,2006-02-18,S0 BONA8,BONA8,S,śląskie,Poland
64,2008-05-25,S0 BONA9,BONA9,S,śląskie,Poland
65,2015-07-13,S0 BONR1,BONR1,S,śląskie,Poland
66,2018-05-29,S0 BORED,BORED,S,śląskie,Poland
67,2006-07-14,S0 BOSS,BOSS,S,śląskie,Poland
68,2019-04-28,S0 BOTIX,BOTIX,S,śląskie,Poland
69,2019-06-05,S0 BRAT1,BRAT1,S,śląskie,Poland
70,2019-07-10,S0 BRAT2,BRAT2,S,śląskie,Poland
71,2005-02-24,S0 BULI,BULI,S,śląskie,Poland
72,2018-05-05,S0 BULIK,BULIK,S,śląskie,Poland
73,2015-10-15,S0 BULLS,BULLS,S,śląskie,Poland
74,2014-08-16,S0 BX77,BX77,S,śląskie,Poland
75,2017-03-13,S0 C43,C43,S,śląskie,Poland
76,2010-05-04,S0 CARDO,CARDO,S,śląskie,Poland
77,2011-06-24,S0 CAROL,CAROL,S,śląskie,Poland
78,2012-11-17,S0 CDR,CDR,S,śląskie,Poland
79,2019-06-09,S0 CETIN,CETIN,S,śląskie,Poland
80,2014-11-05,S0 CEZAR,CEZAR,S,śląskie,Poland
81,2017-03-30,S0 CHEVY,CHEVY,S,śląskie,Poland
82,2011-02-11,S0 CHIC,CHIC,S,śląskie,Poland
83,2009-07-17,S0 CNIF,CNIF,S,śląskie,Poland
84,2009-03-28,S0 COACH,COACH,S,śląskie,Poland
