,distance,consumption,status,type
5272,134911,17,used,truck
5273,122770,19,used,truck
5274,72970,9,young,car
5275,110921,7,used,car
5276,107681,7,used,car
5277,51713,15,young,truck
5278,131579,11,used,truck
5279,122927,14,used,truck
5280,3305,12,young,truck
5281,9998,7,young,car
5282,228135,15,used,truck
5283,79719,3,young,car
5284,216817,5,used,car
5285,87207,6,young,car
5286,157573,0,used,electric
5287,265634,18,old,truck
5288,218513,17,used,truck
5289,75660,11,young,truck
5290,130674,16,used,truck
5291,74841,0,young,electric
5292,297078,11,old,truck
5293,164194,3,used,car
5294,290103,10,old,car
5295,145828,15,used,truck
5296,67673,4,young,car
5297,208563,11,used,truck
5298,48145,4,young,car
5299,296603,9,old,car
5300,124449,3,used,car
5301,275041,16,old,truck
5302,169623,18,used,truck
5303,28725,15,young,truck
5304,6439,9,young,car
5305,110622,19,used,truck
5306,80468,4,young,car
5307,130205,8,used,car
5308,288857,7,old,car
5309,229930,12,used,truck
5310,115969,15,used,truck
5311,120166,15,used,truck
5312,239261,9,used,car
5313,221060,6,used,car
5314,138576,8,used,car
5315,220204,8,used,car
5316,207045,18,used,truck
5317,267239,9,old,car
5318,47882,1,young,electric
5319,217380,4,used,car
5320,64878,11,young,truck
5321,78788,10,young,car
5322,61656,18,young,truck
5323,118219,5,used,car
5324,196899,2,used,car
5325,103495,1,used,electric
5326,148036,8,used,car
5327,269997,16,old,truck
5328,261844,9,old,car
5329,35520,17,young,truck
5330,196678,1,used,electric
5331,261298,5,old,car
5332,189229,8,used,car
5333,190946,7,used,car
5334,179528,19,used,truck
5335,180840,2,used,car
5336,253318,9,old,car
5337,292333,3,old,car
5338,85753,18,young,truck
5339,65872,16,young,truck
5340,116502,17,used,truck
5341,143939,17,used,truck
5342,249340,9,used,car
5343,283414,5,old,car
5344,13720,2,young,car
5345,93548,17,young,truck
5346,138558,0,used,electric
5347,170689,13,used,truck
5348,229018,3,used,car
5349,251322,0,old,electric
5350,181462,6,used,car
5351,181615,3,used,car
5352,88803,9,young,car
5353,46146,12,young,truck
5354,290748,13,old,truck
5355,174946,0,used,electric
5356,238174,3,used,car
5357,267079,7,old,car
5358,34881,15,young,truck
5359,214987,19,used,truck
5360,164800,1,used,electric
5361,70419,11,young,truck
5362,200209,16,used,truck
5363,117519,18,used,truck
5364,77752,5,young,car
5365,17573,18,young,truck
5366,248527,2,used,car
5367,15661,2,young,car
5368,235072,18,used,truck
5369,79033,18,young,truck
5370,282309,14,old,truck
5371,70955,6,young,car
5372,36151,12,young,truck
5373,81338,1,young,electric
5374,41268,17,young,truck
5375,158389,17,used,truck
5376,1298,15,young,truck
5377,13850,0,young,electric
5378,296737,2,old,car
5379,89138,2,young,car
5380,294069,3,old,car
5381,296601,3,old,car
5382,201568,12,used,truck
5383,17582,8,young,car
5384,284862,14,old,truck
5385,280334,5,old,car
5386,173457,4,used,car
5387,179713,8,used,car
5388,135481,0,used,electric
5389,73354,8,young,car
5390,81713,7,young,car
5391,189809,11,used,truck
5392,263074,8,old,car
5393,102175,13,used,truck
5394,181624,11,used,truck
5395,41105,11,young,truck
5396,256197,1,old,electric
5397,228330,12,used,truck
5398,50842,18,young,truck
5399,288215,12,old,truck
5400,289969,13,old,truck
5401,259143,19,old,truck
5402,43016,17,young,truck
5403,104212,10,used,car
5404,273331,6,old,car
5405,108275,1,used,electric
5406,27509,5,young,car
5407,281519,12,old,truck
5408,122090,0,used,electric
5409,219642,13,used,truck
5410,148490,7,used,car
5411,125541,18,used,truck
5412,277102,11,old,truck
5413,233870,0,used,electric
5414,12478,11,young,truck
5415,255066,14,old,truck
5416,193513,19,used,truck
5417,122017,6,used,car
5418,283445,12,old,truck
5419,194989,17,used,truck
5420,55434,16,young,truck
5421,181563,14,used,truck
5422,52336,7,young,car
5423,134179,19,used,truck
5424,217498,6,used,car
5425,247128,14,used,truck
5426,200702,16,used,truck
5427,296050,3,old,car
5428,166621,10,used,car
5429,170555,17,used,truck
5430,71627,6,young,car
5431,286690,12,old,truck
5432,266940,8,old,car
5433,94200,19,young,truck
5434,299382,4,old,car
5435,63744,4,young,car
5436,196666,11,used,truck
5437,9700,16,young,truck
5438,214203,4,used,car
5439,239320,19,used,truck
5440,90459,6,young,car
5441,264052,14,old,truck
5442,140391,10,used,car
5443,83908,15,young,truck
5444,88773,17,young,truck
5445,100106,12,used,truck
5446,201513,19,used,truck
5447,181240,7,used,car
5448,128483,9,used,car
5449,57093,10,young,car
5450,111535,10,used,car
5451,202177,1,used,electric
5452,115754,19,used,truck
5453,184681,11,used,truck
5454,38160,11,young,truck
5455,68618,10,young,car
5456,295531,17,old,truck
5457,43450,13,young,truck
5458,259256,19,old,truck
5459,35924,15,young,truck
5460,24859,3,young,car
5461,51507,16,young,truck
5462,206619,19,used,truck
5463,265405,5,old,car
5464,161117,5,used,car
5465,116832,16,used,truck
5466,52777,16,young,truck
5467,172609,3,used,car
5468,4412,8,young,car
5469,49551,9,young,car
5470,15066,13,young,truck
5471,270912,12,old,truck
5472,261612,10,old,car
5473,232964,6,used,car
5474,247364,6,used,car
5475,180922,16,used,truck
5476,83384,17,young,truck
5477,164856,2,used,car
5478,63811,6,young,car
5479,35850,9,young,car
5480,211413,13,used,truck
5481,112972,7,used,car
5482,178097,12,used,truck
5483,250695,6,old,car
5484,122121,1,used,electric
5485,299866,15,old,truck
5486,293671,14,old,truck
5487,253426,3,old,car
5488,122335,1,used,electric
5489,113375,4,used,car
5490,193427,16,used,truck
5491,128151,16,used,truck
5492,56257,19,young,truck
5493,232186,11,used,truck
5494,48459,10,young,car
5495,227865,16,used,truck
5496,215398,13,used,truck
5497,6515,3,young,car
5498,83086,3,young,car
5499,212347,10,used,car
5500,95478,2,young,car
5501,108458,16,used,truck
5502,98551,0,young,electric
5503,162650,7,used,car
5504,268196,12,old,truck
5505,73249,11,young,truck
5506,151273,18,used,truck
5507,60938,9,young,car
5508,176999,5,used,car
5509,53394,16,young,truck
5510,211749,9,used,car
5511,213060,14,used,truck
5512,31948,8,young,car
5513,223277,18,used,truck
5514,267071,8,old,car
5515,137233,19,used,truck
5516,299378,11,old,truck
5517,149637,7,used,car
5518,70301,18,young,truck
5519,197211,13,used,truck
5520,11977,19,young,truck
5521,163593,10,used,car
5522,114104,7,used,car
5523,80594,9,young,car
5524,194048,13,used,truck
5525,32092,6,young,car
5526,271804,18,old,truck
5527,148409,11,used,truck
5528,196535,0,used,electric
5529,144029,0,used,electric
5530,264080,5,old,car
5531,214352,11,used,truck
5532,271925,16,old,truck
5533,140344,11,used,truck
5534,54937,10,young,car
5535,93400,6,young,car
5536,167622,9,used,car
5537,20333,9,young,car
5538,82095,18,young,truck
5539,260681,16,old,truck
5540,84550,18,young,truck
5541,33778,17,young,truck
5542,171645,4,used,car
5543,135894,11,used,truck
5544,41253,11,young,truck
5545,224560,10,used,car
5546,97889,8,young,car
5547,284895,17,old,truck
5548,60787,15,young,truck
5549,275100,0,old,electric
5550,103527,5,used,car
5551,114263,5,used,car
5552,193642,7,used,car
5553,18932,9,young,car
5554,210000,4,used,car
5555,78886,7,young,car
5556,18896,12,young,truck
5557,84466,2,young,car
5558,200309,9,used,car
5559,22027,19,young,truck
5560,161202,16,used,truck
5561,292159,14,old,truck
5562,121420,17,used,truck
5563,50583,8,young,car
5564,291481,0,old,electric
5565,119445,17,used,truck
5566,223716,12,used,truck
5567,150540,9,used,car
5568,14046,4,young,car
5569,194446,19,used,truck
5570,207798,3,used,car
5571,138127,5,used,car
5572,207732,14,used,truck
5573,295890,3,old,car
5574,225325,19,used,truck
5575,128256,2,used,car
5576,238699,19,used,truck
5577,139291,10,used,car
5578,259179,12,old,truck
5579,160751,1,used,electric
5580,122993,11,used,truck
5581,71803,8,young,car
5582,9126,1,young,electric
5583,21649,3,young,car
5584,277463,4,old,car
5585,291718,16,old,truck
5586,95151,15,young,truck
5587,54109,5,young,car
5588,138601,19,used,truck
5589,289443,12,old,truck
5590,126227,3,used,car
5591,31679,17,young,truck
5592,273544,5,old,car
5593,230266,1,used,electric
5594,1644,11,young,truck
5595,146363,14,used,truck
5596,100567,0,used,electric
5597,142452,15,used,truck
5598,169494,8,used,car
5599,81329,18,young,truck
5600,199323,18,used,truck
5601,53471,7,young,car
5602,237881,17,used,truck
5603,33207,0,young,electric
5604,91102,2,young,car
5605,51835,4,young,car
5606,147850,17,used,truck
5607,246675,19,used,truck
5608,110887,9,used,car
5609,204171,8,used,car
5610,255461,17,old,truck
5611,99518,19,young,truck
5612,197106,10,used,car
5613,189805,2,used,car
5614,77505,2,young,car
5615,223590,15,used,truck
5616,11047,10,young,car
5617,137036,17,used,truck
5618,134063,6,used,car
5619,76002,13,young,truck
5620,91646,6,young,car
5621,191368,19,used,truck
5622,296875,18,old,truck
5623,169169,8,used,car
5624,287928,19,old,truck
5625,214519,4,used,car
5626,35201,7,young,car
5627,287754,3,old,car
5628,286503,12,old,truck
5629,260253,15,old,truck
5630,245591,4,used,car
5631,184562,18,used,truck
5632,27467,6,young,car
5633,30406,16,young,truck
5634,190637,18,used,truck
5635,9670,10,young,car
5636,31117,12,young,truck
5637,73114,17,young,truck
5638,63464,15,young,truck
5639,46671,1,young,electric
5640,278852,10,old,car
5641,274992,9,old,car
5642,139839,6,used,car
5643,68090,3,young,car
5644,144373,16,used,truck
5645,200274,16,used,truck
5646,272502,4,old,car
5647,94121,1,young,electric
5648,117896,15,used,truck
5649,269941,7,old,car
5650,112615,5,used,car
5651,119956,14,used,truck
5652,35813,4,young,car
5653,27608,4,young,car
5654,68182,18,young,truck
5655,33066,13,young,truck
5656,253815,5,old,car
5657,11841,3,young,car
5658,49917,7,young,car
5659,60884,16,young,truck
5660,68618,14,young,truck
5661,169255,6,used,car
5662,64833,1,young,electric
5663,96242,1,young,electric
5664,81057,17,young,truck
5665,298206,19,old,truck
5666,118830,11,used,truck
5667,277315,9,old,car
5668,242459,0,used,electric
5669,33008,15,young,truck
5670,108361,19,used,truck
5671,217836,4,used,car
5672,212164,16,used,truck
5673,210457,12,used,truck
5674,20946,0,young,electric
5675,238021,12,used,truck
5676,108760,17,used,truck
5677,104603,15,used,truck
5678,278313,15,old,truck
5679,216045,17,used,truck
5680,102661,16,used,truck
5681,52444,13,young,truck
5682,77569,6,young,car
5683,271754,16,old,truck
5684,182490,3,used,car
5685,3128,17,young,truck
5686,214214,5,used,car
5687,167385,12,used,truck
5688,280706,6,old,car
5689,298533,0,old,electric
5690,252809,1,old,electric
5691,24077,4,young,car
5692,160642,1,used,electric
5693,26613,8,young,car
5694,238059,15,used,truck
5695,29989,4,young,car
5696,204628,2,used,car
5697,264338,3,old,car
5698,21758,2,young,car
5699,46688,1,young,electric
5700,275572,13,old,truck
5701,79362,8,young,car
5702,171919,2,used,car
5703,133962,2,used,car
5704,136368,13,used,truck
5705,217403,3,used,car
5706,130382,9,used,car
5707,138033,1,used,electric
5708,196759,3,used,car
5709,214329,18,used,truck
5710,122517,5,used,car
5711,25103,11,young,truck
5712,179567,13,used,truck
5713,144692,5,used,car
5714,62803,3,young,car
5715,218642,14,used,truck
5716,284049,16,old,truck
5717,133258,4,used,car
5718,112368,12,used,truck
5719,288277,16,old,truck
5720,93635,13,young,truck
5721,69273,1,young,electric
5722,185926,1,used,electric
5723,61160,18,young,truck
5724,224408,2,used,car
5725,202064,4,used,car
5726,181047,17,used,truck
5727,123551,7,used,car
5728,187053,6,used,car
5729,200336,15,used,truck
5730,60669,5,young,car
5731,198174,15,used,truck
5732,213263,3,used,car
5733,210498,19,used,truck
5734,35893,17,young,truck
5735,276239,4,old,car
5736,52094,10,young,car
5737,121951,9,used,car
5738,44337,6,young,car
5739,11384,13,young,truck
5740,240156,19,used,truck
5741,256554,4,old,car
5742,196635,15,used,truck
5743,189925,2,used,car
5744,184809,12,used,truck
5745,147374,11,used,truck
5746,225657,9,used,car
5747,200273,5,used,car
5748,39762,15,young,truck
5749,204425,11,used,truck
5750,43623,3,young,car
5751,55685,4,young,car
5752,10056,18,young,truck
5753,147054,8,used,car
5754,170516,19,used,truck
5755,43338,16,young,truck
5756,78493,11,young,truck
5757,67265,1,young,electric
5758,246319,17,used,truck
5759,251460,12,old,truck
5760,143853,1,used,electric
5761,11022,5,young,car
5762,175266,5,used,car
5763,158837,3,used,car
5764,159460,8,used,car
5765,166598,15,used,truck
5766,165045,16,used,truck
5767,223503,7,used,car
5768,291546,0,old,electric
5769,281049,19,old,truck
5770,55271,19,young,truck
5771,55176,15,young,truck
5772,241213,19,used,truck
5773,120902,0,used,electric
5774,50039,19,young,truck
5775,213155,19,used,truck
5776,142499,16,used,truck
5777,22033,8,young,car
5778,255371,16,old,truck
5779,73103,10,young,car
5780,147849,13,used,truck
5781,65597,14,young,truck
5782,93408,18,young,truck
5783,8521,6,young,car
5784,28129,18,young,truck
5785,123009,1,used,electric
5786,210545,2,used,car
5787,184569,14,used,truck
5788,281361,8,old,car
5789,185892,10,used,car
5790,74022,11,young,truck
5791,243442,8,used,car
5792,217675,17,used,truck
5793,268367,18,old,truck
5794,238591,4,used,car
5795,137976,18,used,truck
5796,281067,8,old,car
5797,120169,9,used,car
5798,64088,9,young,car
5799,122891,4,used,car
5800,125966,16,used,truck
5801,279957,10,old,car
5802,114819,7,used,car
5803,29703,18,young,truck
5804,164605,12,used,truck
5805,100342,12,used,truck
5806,199900,2,used,car
5807,229844,4,used,car
5808,84632,5,young,car
5809,237559,4,used,car
5810,276546,10,old,car
5811,11147,15,young,truck
5812,178713,0,used,electric
5813,21962,18,young,truck
5814,205380,15,used,truck
5815,147944,19,used,truck
5816,231281,8,used,car
5817,153127,6,used,car
5818,158240,16,used,truck
5819,72233,13,young,truck
5820,148338,16,used,truck
5821,109024,8,used,car
5822,36074,9,young,car
5823,129819,6,used,car
5824,4819,14,young,truck
5825,157769,2,used,car
5826,140572,14,used,truck
5827,141590,16,used,truck
5828,35126,15,young,truck
5829,291655,4,old,car
5830,125952,7,used,car
5831,102932,6,used,car
5832,21482,5,young,car
5833,126345,5,used,car
5834,174925,12,used,truck
5835,59622,4,young,car
5836,34054,0,young,electric
5837,261167,14,old,truck
5838,76179,2,young,car
5839,57311,14,young,truck
5840,87190,3,young,car
5841,232169,10,used,car
5842,64165,17,young,truck
5843,262965,17,old,truck
5844,191542,15,used,truck
5845,236191,4,used,car
5846,116091,6,used,car
5847,90664,7,young,car
5848,43862,19,young,truck
5849,51875,1,young,electric
5850,61387,10,young,car
5851,172030,1,used,electric
5852,290168,0,old,electric
5853,140695,12,used,truck
5854,108371,15,used,truck
5855,130946,3,used,car
5856,6785,4,young,car
5857,283772,3,old,car
5858,62786,19,young,truck
5859,162443,0,used,electric
5860,233200,2,used,car
5861,80812,5,young,car
5862,63119,9,young,car
5863,89534,16,young,truck
5864,213000,15,used,truck
5865,160904,9,used,car
5866,123995,16,used,truck
5867,269049,14,old,truck
5868,241678,7,used,car
5869,79892,7,young,car
5870,53063,6,young,car
5871,47179,8,young,car
5872,85467,5,young,car
5873,51194,9,young,car
5874,50257,18,young,truck
5875,14891,19,young,truck
5876,24262,1,young,electric
5877,111490,16,used,truck
5878,243229,14,used,truck
5879,93733,7,young,car
5880,23877,1,young,electric
5881,102103,1,used,electric
5882,25632,14,young,truck
5883,167717,19,used,truck
5884,175033,11,used,truck
5885,78455,10,young,car
5886,88772,18,young,truck
5887,227134,16,used,truck
5888,280177,6,old,car
5889,12946,11,young,truck
5890,77439,12,young,truck
5891,3348,16,young,truck
5892,71868,13,young,truck
5893,263384,12,old,truck
5894,33672,13,young,truck
5895,56078,1,young,electric
5896,201300,9,used,car
5897,37158,19,young,truck
5898,154857,18,used,truck
5899,38880,13,young,truck
5900,104915,11,used,truck
5901,288408,15,old,truck
5902,15684,11,young,truck
5903,206172,4,used,car
5904,180103,16,used,truck
5905,45793,12,young,truck
5906,215557,12,used,truck
5907,281424,19,old,truck
5908,264771,4,old,car
5909,43979,4,young,car
5910,139159,12,used,truck
5911,34222,4,young,car
5912,42742,4,young,car
5913,27081,7,young,car
5914,234076,9,used,car
5915,16336,10,young,car
5916,274866,17,old,truck
5917,294514,18,old,truck
5918,91719,7,young,car
5919,178586,5,used,car
5920,191862,16,used,truck
5921,197435,3,used,car
5922,190020,10,used,car
5923,263999,5,old,car
5924,273246,8,old,car
5925,237642,2,used,car
5926,36101,18,young,truck
5927,200168,9,used,car
5928,169299,3,used,car
5929,236973,0,used,electric
5930,155694,5,used,car
5931,236367,5,used,car
5932,276622,1,old,electric
5933,69646,3,young,car
5934,205302,10,used,car
5935,148709,17,used,truck
5936,47322,19,young,truck
5937,194294,0,used,electric
5938,160016,1,used,electric
5939,41626,15,young,truck
5940,242964,5,used,car
5941,82430,8,young,car
5942,34108,7,young,car
5943,172979,16,used,truck
5944,37636,12,young,truck
5945,154160,13,used,truck
5946,245190,18,used,truck
5947,85593,18,young,truck
5948,201244,9,used,car
5949,297407,6,old,car
5950,274829,19,old,truck
5951,128867,5,used,car
5952,124161,16,used,truck
5953,233842,11,used,truck
5954,172779,4,used,car
5955,8851,7,young,car
5956,213393,13,used,truck
5957,148996,13,used,truck
5958,260467,7,old,car
5959,105465,19,used,truck
5960,200910,16,used,truck
5961,71179,14,young,truck
5962,184084,8,used,car
5963,100694,17,used,truck
5964,284595,7,old,car
5965,266798,3,old,car
5966,222392,2,used,car
5967,111370,9,used,car
5968,226663,8,used,car
5969,119459,16,used,truck
5970,160084,14,used,truck
5971,17181,18,young,truck
5972,225045,6,used,car
5973,133926,8,used,car
5974,286855,19,old,truck
5975,280603,8,old,car
5976,156604,15,used,truck
5977,46617,10,young,car
5978,158009,9,used,car
5979,32531,19,young,truck
5980,134714,14,used,truck
5981,114951,11,used,truck
5982,278572,19,old,truck
5983,253850,11,old,truck
5984,189143,5,used,car
5985,297521,19,old,truck
5986,64601,19,young,truck
5987,31724,16,young,truck
5988,207452,17,used,truck
5989,238094,13,used,truck
5990,279009,3,old,car
5991,130131,10,used,car
5992,158027,7,used,car
5993,47544,4,young,car
5994,29180,18,young,truck
5995,177905,15,used,truck
5996,78000,9,young,car
5997,105306,9,used,car
5998,119405,17,used,truck
5999,120523,15,used,truck
6000,60640,12,young,truck
6001,82423,12,young,truck
6002,36044,1,young,electric
6003,195777,10,used,car
6004,286735,18,old,truck
6005,267396,14,old,truck
6006,132319,19,used,truck
6007,280473,6,old,car
6008,244346,14,used,truck
6009,12824,3,young,car
6010,71001,16,young,truck
6011,263085,2,old,car
6012,274952,14,old,truck
6013,126201,9,used,car
6014,109446,2,used,car
6015,158621,0,used,electric
6016,76040,18,young,truck
6017,170726,15,used,truck
6018,178227,5,used,car
6019,2253,19,young,truck
6020,299563,8,old,car
6021,61932,3,young,car
6022,243730,15,used,truck
6023,9588,2,young,car
6024,119824,11,used,truck
6025,8758,15,young,truck
6026,241450,5,used,car
6027,118558,15,used,truck
6028,230168,4,used,car
6029,107107,17,used,truck
6030,194116,4,used,car
6031,223194,19,used,truck
6032,238355,9,used,car
6033,184057,3,used,car
6034,176981,1,used,electric
6035,141221,15,used,truck
6036,174062,8,used,car
6037,224647,14,used,truck
6038,4272,12,young,truck
6039,128834,4,used,car
6040,206255,16,used,truck
6041,129278,8,used,car
6042,148171,1,used,electric
6043,274758,12,old,truck
6044,246,15,young,truck
6045,85111,9,young,car
6046,110595,7,used,car
6047,191910,17,used,truck
6048,233532,1,used,electric
6049,121356,9,used,car
6050,64466,17,young,truck
6051,292352,15,old,truck
6052,257686,9,old,car
6053,252908,7,old,car
6054,43403,19,young,truck
6055,153170,6,used,car
6056,9106,11,young,truck
6057,189136,14,used,truck
6058,242694,16,used,truck
6059,176146,15,used,truck
6060,24309,1,young,electric
6061,285178,17,old,truck
6062,184774,13,used,truck
6063,67625,13,young,truck
6064,170960,3,used,car
6065,60533,5,young,car
6066,168425,2,used,car
6067,242589,14,used,truck
6068,78231,17,young,truck
6069,101227,4,used,car
6070,230679,7,used,car
6071,88432,14,young,truck
6072,21516,14,young,truck
6073,90255,1,young,electric
6074,187757,14,used,truck
6075,215218,18,used,truck
6076,185673,14,used,truck
6077,195026,15,used,truck
6078,280126,5,old,car
6079,299205,18,old,truck
6080,244165,2,used,car
6081,294675,14,old,truck
6082,47883,16,young,truck
6083,141498,7,used,car
6084,230399,13,used,truck
6085,277723,13,old,truck
6086,107827,9,used,car
6087,14587,17,young,truck
6088,202088,19,used,truck
6089,189296,13,used,truck
6090,104458,12,used,truck
6091,127990,16,used,truck
6092,168488,4,used,car
6093,19561,15,young,truck
6094,209185,3,used,car
6095,288850,9,old,car
6096,242826,6,used,car
6097,94687,10,young,car
6098,77721,19,young,truck
6099,174212,4,used,car
6100,267062,16,old,truck
6101,34671,19,young,truck
6102,241858,16,used,truck
6103,18593,7,young,car
6104,135264,2,used,car
6105,138238,1,used,electric
6106,228165,14,used,truck
6107,238039,3,used,car
6108,220392,7,used,car
6109,181843,13,used,truck
6110,202697,4,used,car
6111,65409,18,young,truck
6112,79563,1,young,electric
6113,123136,13,used,truck
6114,96900,1,young,electric
6115,213895,3,used,car
6116,191561,6,used,car
6117,177090,11,used,truck
6118,260691,10,old,car
6119,40546,13,young,truck
6120,139110,9,used,car
6121,269517,19,old,truck
6122,60662,19,young,truck
6123,168121,9,used,car
6124,251659,1,old,electric
6125,159546,15,used,truck
6126,262244,5,old,car
6127,298012,18,old,truck
6128,5836,15,young,truck
6129,289445,4,old,car
6130,282608,16,old,truck
6131,114986,1,used,electric
6132,223691,12,used,truck
6133,178137,7,used,car
6134,95422,9,young,car
6135,66940,0,young,electric
6136,236681,7,used,car
6137,163687,6,used,car
6138,39636,16,young,truck
6139,30092,17,young,truck
6140,274852,2,old,car
6141,134494,5,used,car
6142,197477,15,used,truck
6143,126326,2,used,car
6144,97333,9,young,car
6145,4471,12,young,truck
6146,295523,8,old,car
6147,118174,8,used,car
6148,164574,3,used,car
6149,225823,0,used,electric
6150,189128,5,used,car
6151,256328,12,old,truck
6152,15848,10,young,car
6153,187763,11,used,truck
6154,156863,13,used,truck
6155,18642,7,young,car
6156,11724,2,young,car
6157,79712,14,young,truck
6158,294160,9,old,car
6159,238852,15,used,truck
6160,157763,14,used,truck
6161,22863,2,young,car
6162,52586,6,young,car
6163,241176,2,used,car
6164,168362,10,used,car
6165,131450,1,used,electric
6166,92010,4,young,car
6167,204076,15,used,truck
6168,259420,8,old,car
6169,21892,2,young,car
6170,1103,6,young,car
6171,3336,5,young,car
6172,60808,5,young,car
6173,139695,6,used,car
6174,262353,4,old,car
6175,166857,10,used,car
6176,267197,18,old,truck
6177,129755,10,used,car
6178,88972,9,young,car
6179,204304,4,used,car
6180,121224,16,used,truck
6181,18590,12,young,truck
6182,16093,15,young,truck
6183,273278,11,old,truck
6184,233394,5,used,car
6185,278137,6,old,car
6186,128227,16,used,truck
6187,255672,0,old,electric
6188,233840,1,used,electric
6189,100637,9,used,car
6190,91688,3,young,car
6191,157763,5,used,car
6192,216477,10,used,car
6193,251385,9,old,car
6194,135634,16,used,truck
6195,259320,7,old,car
6196,3380,9,young,car
6197,270552,3,old,car
6198,53073,17,young,truck
6199,222175,19,used,truck
6200,81900,2,young,car
6201,239852,15,used,truck
6202,194139,9,used,car
6203,293333,9,old,car
6204,241220,17,used,truck
6205,239171,6,used,car
6206,270592,19,old,truck
6207,263496,16,old,truck
6208,196112,19,used,truck
6209,16678,0,young,electric
6210,157330,0,used,electric
6211,85529,7,young,car
6212,277352,0,old,electric
6213,113746,2,used,car
6214,78675,2,young,car
6215,131520,5,used,car
6216,127230,16,used,truck
6217,37281,1,young,electric
6218,222112,18,used,truck
6219,246991,14,used,truck
6220,241575,1,used,electric
6221,50979,12,young,truck
6222,199511,18,used,truck
6223,243816,17,used,truck
6224,66927,18,young,truck
6225,191821,11,used,truck
6226,102722,0,used,electric
6227,42291,17,young,truck
6228,78625,4,young,car
6229,215230,6,used,car
6230,68339,2,young,car
6231,44154,9,young,car
6232,166034,14,used,truck
6233,206672,0,used,electric
6234,181134,12,used,truck
6235,84547,13,young,truck
6236,260476,18,old,truck
6237,37586,7,young,car
6238,176066,4,used,car
6239,274675,17,old,truck
6240,48928,11,young,truck
6241,371,8,young,car
6242,190371,12,used,truck
6243,46279,1,young,electric
6244,162972,11,used,truck
6245,184216,1,used,electric
6246,299335,10,old,car
6247,264496,19,old,truck
6248,138625,13,used,truck
6249,201584,0,used,electric
6250,70143,9,young,car
6251,145525,15,used,truck
6252,214178,8,used,car
6253,10223,13,young,truck
6254,12665,10,young,car
6255,120354,14,used,truck
6256,257823,4,old,car
6257,279989,13,old,truck
6258,129852,16,used,truck
6259,265905,0,old,electric
6260,23810,13,young,truck
6261,238817,11,used,truck
6262,85383,14,young,truck
6263,163262,19,used,truck
6264,47564,5,young,car
6265,103948,9,used,car
6266,88961,18,young,truck
6267,272804,18,old,truck
6268,236669,12,used,truck
6269,207043,19,used,truck
6270,166050,7,used,car
6271,265592,3,old,car
6272,37665,0,young,electric
6273,113453,19,used,truck
6274,74237,2,young,car
6275,39722,9,young,car
6276,57371,8,young,car
6277,93939,19,young,truck
6278,22192,2,young,car
6279,151281,6,used,car
6280,141652,18,used,truck
6281,99015,6,young,car
6282,26370,9,young,car
6283,105589,9,used,car
6284,168980,5,used,car
6285,121430,10,used,car
6286,137637,9,used,car
6287,187480,8,used,car
6288,149090,5,used,car
6289,279608,6,old,car
6290,138338,2,used,car
6291,47201,5,young,car
6292,245110,17,used,truck
6293,13687,13,young,truck
6294,88477,4,young,car
6295,179425,9,used,car
6296,74975,15,young,truck
6297,69244,1,young,electric
6298,299333,5,old,car
6299,228555,3,used,car
6300,109523,4,used,car
6301,224445,12,used,truck
6302,97661,0,young,electric
6303,54017,0,young,electric
6304,162686,0,used,electric
6305,289444,13,old,truck
6306,78210,13,young,truck
6307,135793,6,used,car
6308,264916,7,old,car
6309,155095,5,used,car
6310,20537,18,young,truck
6311,11176,2,young,car
6312,105612,5,used,car
6313,90208,10,young,car
6314,158900,16,used,truck
6315,172074,13,used,truck
6316,294270,19,old,truck
6317,195269,12,used,truck
6318,154225,5,used,car
6319,234552,10,used,car
6320,123276,13,used,truck
6321,145636,13,used,truck
6322,156704,3,used,car
6323,195549,9,used,car
6324,90872,13,young,truck
6325,49312,9,young,car
6326,72474,5,young,car
6327,107469,10,used,car
6328,299462,19,old,truck
6329,54168,0,young,electric
6330,276617,4,old,car
6331,289150,8,old,car
6332,120367,16,used,truck
6333,85129,8,young,car
6334,183256,12,used,truck
6335,18959,1,young,electric
6336,278538,8,old,car
6337,23346,2,young,car
6338,51491,17,young,truck
6339,254534,6,old,car
6340,25298,6,young,car
6341,791,19,young,truck
6342,112938,14,used,truck
6343,247763,3,used,car
6344,42855,7,young,car
6345,229482,12,used,truck
6346,170308,5,used,car
6347,121448,9,used,car
6348,165177,13,used,truck
6349,94827,11,young,truck
6350,46025,17,young,truck
6351,23610,19,young,truck
6352,35157,17,young,truck
6353,103091,8,used,car
6354,212333,15,used,truck
6355,229047,18,used,truck
6356,170156,13,used,truck
6357,200619,3,used,car
6358,96462,9,young,car
6359,175734,3,used,car
6360,160056,0,used,electric
6361,244172,15,used,truck
6362,47560,11,young,truck
6363,70144,17,young,truck
6364,37023,15,young,truck
6365,65790,15,young,truck
6366,37517,17,young,truck
6367,77720,17,young,truck
6368,143911,16,used,truck
6369,41647,12,young,truck
6370,155903,10,used,car
6371,118166,19,used,truck
6372,187368,7,used,car
6373,239755,6,used,car
6374,157735,0,used,electric
6375,121222,6,used,car
6376,184011,1,used,electric
6377,72944,16,young,truck
6378,21233,3,young,car
6379,265853,2,old,car
6380,285121,4,old,car
6381,273277,8,old,car
6382,258378,0,old,electric
6383,91282,11,young,truck
6384,281697,19,old,truck
6385,266979,5,old,car
